label,kind,size,mtime,path
local,missing,0,0,/Users/pq/AutonomaX_AI_Integration_Starter_v11_full/﻿Link to Local Folder;0<rank<5;Repo Name - Source;Branch
local,missing,0,0,/Users/pq/_salvage/20250810_worx/mega_all_pack;5;mega_all_pack;default
local,missing,0,0,/Users/pq/youtube_ai_app_clean copy 4;5;youtube_ai_app_clean copy 4;master
local,missing,0,0,/Users/pq/youtube_ai_app_clean copy 5;5;youtube_ai_app_clean copy 5;master
local,missing,0,0,/Users/pq/__bop;4;__bop;default
local,missing,0,0,/Users/pq/__bop_v01;4;__bop_v01;default
local,missing,0,0,/Users/pq/__bop_v01/__MACOSX;4;__MACOSX;default
local,missing,0,0,/Users/pq/__bop/__MACOSX;4;__MACOSX;default
local,missing,0,0,/Users/pq/bop_final_repo copy/bop/__MACOSX;4;__MACOSX;default
local,missing,0,0,/Users/pq/bop_final_repo/bop_merged_platform/__MACOSX;4;__MACOSX;default
local,missing,0,0,/Users/pq/gpt-engineer;4;AntonOsika/gpt-engineer;main
local,missing,0,0,/Users/pq/bop_final_repo copy/bop;4;bop;default
local,missing,0,0,/Users/pq/bop_final_repo/bop_merged_platform;4;bop_merged_platform;default
local,missing,0,0,/Users/pq/_project_/IWS/b4-code/_RichieRiched/RR-04/builder-app;4;builder-app;main
local,missing,0,0,/Users/pq/__bopper/business-dashboard;4;business-dashboard;master
local,missing,0,0,/Users/pq/ACE_Framework;4;daveshap/ACE_Framework;main
local,missing,0,0,/Users/pq/ACE_Framework_0;4;daveshap/ACE_Framework;main
local,missing,0,0,/Users/pq/OpenAI_Agent_Swarm;4;daveshap/OpenAI_Agent_Swarm;main
local,missing,0,0,/Users/pq/_project_/__copilot/ecommerce_project;4;ecommerce_project;default
local,missing,0,0,/Users/pq/_project_/ecommerce_project;4;ecommerce_project;default
local,missing,0,0,/Users/pq/_project_/app_v01_aida-actionsgpt/gpte;4;gpte;default
local,missing,0,0,/Users/pq/gpt-eng/gpt-engineer/projects/__gpte/gpte;4;gpte;default
local,missing,0,0,/Users/pq/_project_/IWS/b4-code/gpte_rr03;4;gpte_rr03;default
local,missing,0,0,/Users/pq/_project_/IWS/b4-code/gpte_rr034;4;gpte_rr034;default
local,missing,0,0,/Users/pq/_project_/IWS/b4-code/gpte_rr036;4;gpte_rr036;default
local,missing,0,0,/Users/pq/_project_/IWS/b4-code/gpte_rr037;4;gpte_rr037;default
local,missing,0,0,/Users/pq/_project_/IWS/b4-code/gpte_rr038;4;gpte_rr038;default
local,missing,0,0,/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions;4;intelliwealth_solutions;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/intelliwealth_solutions_app;4;intelliwealth_solutions_app;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions_saas;4;intelliwealth_solutions_saas;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/intelliwealth_solutions_upgrade;4;intelliwealth_solutions_upgrade;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/workspace/intelliwealth_solutions_upgrade;4;intelliwealth_solutions_upgrade;master
local,missing,0,0,/Users/pq/__bopper;4;intelliWealth-Solutions/bop;my-new-feature2
local,missing,0,0,/Users/pq/__bopper/__MACOSX;4;intelliWealth-Solutions/bop;my-new-feature2
local,missing,0,0,/Users/pq/bop_final_repo;4;intelliWealth-Solutions/bop;main
local,missing,0,0,/Users/pq/inference-0/dify;4;langgenius/dify;main
local,missing,0,0,/Users/pq/MetaGPT/workspace/workspace/modernized_codebase;4;modernized_codebase;master
local,missing,0,0,/Users/pq/pautobot;4;nrl-ai/pautobot;main
local,missing,0,0,/Users/pq/erp-app;4;P4Quattro/erp-app;main
local,missing,0,0,/Users/pq/__bop_final;4;PsikoQuattro/bop_v04;default
local,missing,0,0,/Users/pq/_salvage/20250810_worx/gpt-pilot;4;Pythagora-io/gpt-pilot;main
local,missing,0,0,/Users/pq/gpt-pilot;4;Pythagora-io/gpt-pilot;main
local,missing,0,0,/Users/pq/MetaGPT/workspace/workspace/saas_platform_upgrade;4;saas_platform_upgrade;master
local,missing,0,0,/Users/pq/__bopper/payoneer;4;VoxFeed/payoneer;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/20240323015113;3;20240323015113;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/20240323022145;3;20240323022145;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/20240323022444;3;20240323022444;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/20240323040729;3;20240323040729;master
local,missing,0,0,/Users/pq/MetaGPT/workspace/20240414172212;3;20240414172212;master
local,missing,0,0,/Users/pq/anse;3;anse-app/anse;main
local,missing,0,0,/Users/pq/MemGPT;3;cpacker/MemGPT;main
local,missing,0,0,/Users/pq/demolog;3;demolog;master
local,missing,0,0,/Users/pq/_depolop/depolop;3;depolop;master
local,missing,0,0,/Users/pq/_depolop/depolop_22042024;3;depolop_22042024;master
local,missing,0,0,/Users/pq/_salvage/20250810_worx/automata;3;emrgnt-cmplxty/automata;full-automata
local,missing,0,0,/Users/pq/friendlyeats-web;3;firebase/friendlyeats-web;master
local,missing,0,0,/Users/pq/MetaGPT;3;geekan/MetaGPT;main
local,missing,0,0,/Users/pq/motorhead;3;getmetal/motorhead;main
local,missing,0,0,/Users/pq/gpt-eng/gpt-engineer;3;gpt-engineer-org/gpt-engineer;main
local,missing,0,0,/Users/pq/ai-money-machine-starter/hydrogen-quickstart;3;hydrogen-quickstart;main
local,missing,0,0,/Users/pq/privateGPT;3;imartinez/privateGPT;main
local,missing,0,0,/Users/pq/Free-Auto-GPT;3;IntelligenzaArtificiale/Free-Auto-GPT;main
local,missing,0,0,/Users/pq/crewAI;3;joaomdmoura/crewAI;main
local,missing,0,0,/Users/pq/gpt4all;3;nomic-ai/gpt4all;main
local,missing,0,0,/Users/pq/swarm;3;openai/swarm;main
local,missing,0,0,/Users/pq/Dropbox/Organization/dir/project-management-app;3;project-management-app;master
local,missing,0,0,/Users/pq/AgentGPT;3;reworkd/AgentGPT;main
local,missing,0,0,/Users/pq/claude-dev;3;saoudrizwan/claude-dev;main
local,missing,0,0,/Users/pq/awesome-chatgpt;3;sindresorhus/awesome-chatgpt;main
local,missing,0,0,/Users/pq/SuperAGI_0;3;TransformerOptimus/SuperAGI;main
local,missing,0,0,/Users/pq/AutoGPT.js;3;zabirauf/AutoGPT.js;main
local,missing,0,0,/Users/pq/_project_/private-gpt;3;zylon-ai/private-gpt;main
local,missing,0,0,/Users/pq/private-gpt;3;zylon-ai/private-gpt;main
local,missing,0,0,/Users/pq/apache-maven-3.9/maven-toolchains-plugin;2;apache/maven-toolchains-plugin;master
local,missing,0,0,/Users/pq/maven-toolchains-plugin;2;apache/maven-toolchains-plugin;master
local,missing,0,0,/Users/pq/react-horizon-ui-chakra;2;app-generator/react-horizon-ui-chakra;main
local,missing,0,0,/Users/pq/8a6578a2-4707-4e80-aed7-ebefc8bce13b;2;appseed-projects/8a6578a2-4707-4e80-aed7-ebefc8bce13b;main
local,missing,0,0,/Users/pq/astro;2;astro;default
local,missing,0,0,/Users/pq/Desktop/discoveries/autopack/autopack;2;AutoPackAI/autopack;main
local,missing,0,0,/Users/pq/serverless-patterns;2;aws-samples/serverless-patterns;main
local,missing,0,0,/Users/pq/microagents;2;aymenfurter/microagents;main
local,missing,0,0,/Users/pq/supercharger;2;catid/supercharger;main
local,missing,0,0,/Users/pq/_salvage/20250810_worx/crewAI;2;crewAIInc/crewAI;main
local,missing,0,0,/Users/pq/forge/AgentForge;2;DataBassGit/AgentForge;main
local,missing,0,0,/Users/pq/langchain-experiments;2;daveebbelaar/langchain-experiments;main
local,missing,0,0,/Users/pq/Vid2Persona;2;deep-diver/Vid2Persona;main
local,missing,0,0,/Users/pq/cookiecutter-data-science;2;drivendataorg/cookiecutter-data-science;master
local,missing,0,0,/Users/pq/python-libmagic;2;dveselov/python-libmagic;master
local,missing,0,0,/Users/pq/chromedriver;2;electron/chromedriver;main
local,missing,0,0,/Users/pq/electron;2;electron/electron;main
local,missing,0,0,/Users/pq/fantasy-talking;2;Fantasy-AMAP/fantasy-talking;main
local,missing,0,0,/Users/pq/llama.cpp;2;ggerganov/llama.cpp;master
local,missing,0,0,/Users/pq/muld;2;ghomasHudson/muld;master
local,missing,0,0,/Users/pq/cookbook;2;google-gemini/cookbook;main
local,missing,0,0,/Users/pq/Hexabot;2;Hexastack/Hexabot;main
local,missing,0,0,/Users/pq/_TotalCode/Superagent;2;homanp/Superagent;main
local,missing,0,0,/Users/pq/superagent;2;homanp/superagent;main
local,missing,0,0,/Users/pq/llama_index;2;jerryjliu/llama_index;main
local,missing,0,0,/Users/pq/karma;2;karma-runner/karma;master
local,missing,0,0,/Users/pq/langchain;2;langchain-ai/langchain;master
local,missing,0,0,/Users/pq/langgraph;2;langchain-ai/langgraph;main
local,missing,0,0,/Users/pq/webapp-text-generator;2;langgenius/webapp-text-generator;main
local,missing,0,0,/Users/pq/autogen;2;microsoft/autogen;main
local,missing,0,0,/Users/pq/jarvis;2;ngaut/jarvis;main
local,missing,0,0,/Users/pq/raftscope;2;ongardie/raftscope;master
local,missing,0,0,/Users/pq/text-generation-webui;2;oobabooga/text-generation-webui;main
local,missing,0,0,/Users/pq/SWELancer-Benchmark;2;openai/SWELancer-Benchmark;main
local,missing,0,0,/Users/pq/example-typescript;2;pieces-app/example-typescript;main
local,missing,0,0,/Users/pq/prefect;2;PrefectHQ/prefect;main
local,missing,0,0,/Users/pq/SWE-agent;2;princeton-nlp/SWE-agent;main
local,missing,0,0,/Users/pq/rasa;2;RasaHQ/rasa;main
local,missing,0,0,/Users/pq/LlamaIndexTS;2;run-llama/LlamaIndexTS;main
local,missing,0,0,/Users/pq/gorilla;2;ShishirPatil/gorilla;main
local,missing,0,0,/Users/pq/kdmc/app.env/Auto-GPT;2;Significant-Gravitas/Auto-GPT;master
local,missing,0,0,/Users/pq/Copy-URL;2;sindresorhus/Copy-URL;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/webui_tavernai_charas;2;SkinnyDevi/webui_tavernai_charas;master
local,missing,0,0,/Users/pq/headlessui;2;tailwindlabs/headlessui;main
local,missing,0,0,/Users/pq/tensorflow;2;tensorflow/tensorflow;master
local,missing,0,0,/Users/pq/terraform-docs-samples;2;terraform-google-modules/terraform-docs-samples;main
local,missing,0,0,/Users/pq/SuperAGI_01;2;TransformerOptimus/SuperAGI;main
local,missing,0,0,/Users/pq/text-generation-webui-stable_diffusion;2;Trojaner/text-generation-webui-stable_diffusion;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/stable_diffusion;2;Trojaner/text-generation-webui-stable_diffusion;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/text-generation-webui-stable_diffusion;2;Trojaner/text-generation-webui-stable_diffusion;main
local,missing,0,0,/Users/pq/exllamav2;2;turboderp/exllamav2;master
local,missing,0,0,/Users/pq/exui;2;turboderp/exui;master
local,missing,0,0,/Users/pq/unstructured;2;Unstructured-IO/unstructured;main
local,missing,0,0,/Users/pq/weaviate;2;weaviate/weaviate;richierich
local,missing,0,0,/Users/pq/inference;2;xorbitsai/inference;main
local,missing,0,0,/Users/pq/_TotalCode/gpt-researcher;1;assafelovic/gpt-researcher;master
local,missing,0,0,/Users/pq/Desktop/discoveries/autopack/autopack/autopack.wiki;1;AutoPackAI/autopack.wiki;master
local,missing,0,0,/Users/pq/beebot;1;AutoPackAI/beebot;main
local,missing,0,0,/Users/pq/beebot-old;1;AutoPackAI/beebot;main
local,missing,0,0,/Users/pq/Desktop/discoveries/autopack/autopack/official;1;AutoPackAI/official;main
local,missing,0,0,/Users/pq/official;1;AutoPackAI/official;main
local,missing,0,0,/Users/pq/GPT-agents;1;avocardio/GPT-agents;main
local,missing,0,0,/Users/pq/wolverine;1;biobootloader/wolverine;main
local,missing,0,0,/Users/pq/raftscope/bootstrap-contextmenu;1;bootstrap-contextmenu/bootstrap-contextmenu;HEAD
local,missing,0,0,/Users/pq/raftscope/bootstrap-slider;1;bootstrap-slider/bootstrap-slider;HEAD
local,missing,0,0,/Users/pq/gpt-crawler;1;builderio/gpt-crawler;main
local,missing,0,0,/Users/pq/ply;1;dabeaz/ply;master
local,missing,0,0,/Users/pq/awesome-chatgpt-store;1;devisasari/awesome-chatgpt-store;main
local,missing,0,0,/Users/pq/fiddle;1;electron/fiddle;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/dynamic_context;1;elPatrixF/dynamic_context;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/alltalk_tts;1;erew123/alltalk_tts;main
local,missing,0,0,/Users/pq/autopack-demo;1;erik-megarad/autopack-demo;main
local,missing,0,0,/Users/pq/Desktop/discoveries/autopack/autopack-demo;1;erik-megarad/autopack-demo;main
local,missing,0,0,/Users/pq/Desktop/discoveries/autopack/autopack/autopack-demo;1;erik-megarad/autopack-demo;main
local,missing,0,0,/Users/pq/Desktop/discoveries/autopack/autopack/autopack-demo/demo/autopack-demo;1;erik-megarad/autopack-demo;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/FPreloader;1;FartyPants/FPreloader;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/Twinbook;1;FartyPants/Twinbook;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/VirtualLora;1;FartyPants/VirtualLora;main
local,missing,0,0,/Users/pq/MetaGPT_0;1;geekan/MetaGPT;main
local,missing,0,0,/Users/pq/llama.cpp_0;1;ggerganov/llama.cpp;master
local,missing,0,0,/Users/pq/magic-modules;1;GoogleCloudPlatform/magic-modules;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/sd_api_pictures_tag_injection;1;GuizzyQC/sd_api_pictures_tag_injection;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/oobabooga-jsonformer-plugin;1;hallucinate-games/oobabooga-jsonformer-plugin;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/AutoSave;1;ill13/AutoSave;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/SpeakLocal;1;ill13/SpeakLocal;main
local,missing,0,0,/Users/pq/privateGPT-0;1;imartinez/privateGPT;main
local,missing,0,0,/Users/pq/Free-personal-AI-Assistant-with-plugin;1;IntelligenzaArtificiale/Free-personal-AI-Assistant-with-plugin;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/api_advanced;1;janvarev/api_advanced;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/multi_translate;1;janvarev/multi_translate;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/long_term_memory_with_qdrant;1;jason-brian-anderson/long_term_memory_with_qdrant;main
local,missing,0,0,/Users/pq/FastChat;1;lm-sys/FastChat;main
local,missing,0,0,/Users/pq/lmstudio.js/configs;1;lmstudio-ai/configs;main
local,missing,0,0,/Users/pq/lmstudio.js;1;lmstudio-ai/lmstudio.js;main
local,missing,0,0,/Users/pq/lmstudio.js/model-catalog;1;lmstudio-ai/model-catalog;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/LLM_Web_search;1;mamei16/LLM_Web_search;main
local,missing,0,0,/Users/pq/OpenManus;1;mannaandpoem/OpenManus;main
local,missing,0,0,/Users/pq/experts;1;metaskills/experts;main
local,missing,0,0,/Users/pq/inference-0/llama-cpp-python;1;oobabooga/llama-cpp-python;main
local,missing,0,0,/Users/pq/pgvector;1;pgvector/pgvector;master
local,missing,0,0,/Users/pq/pyenv;1;pyenv/pyenv;master
local,missing,0,0,/Users/pq/pyenv/plugins/pyenv-virtualenv;1;pyenv/pyenv-virtualenv;master
local,missing,0,0,/Users/pq/pyenv/plugins/pyenv-virtualenvwrapper;1;pyenv/pyenv-virtualenvwrapper;master
local,missing,0,0,/Users/pq/pypy;1;pypy/pypy;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/LucidWebSearch;1;RandomInternetPreson/LucidWebSearch;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/text-generation-webui-barktts;1;RandomInternetPreson/text-generation-webui-barktts;main
local,missing,0,0,/Users/pq/gpt-code-ui;1;ricklamers/gpt-code-ui;main
local,missing,0,0,/Users/pq/claude-dev copy;1;saoudrizwan/claude-dev;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/complex_memory;1;theubie/complex_memory;master
local,missing,0,0,/Users/pq/text-generation-webui/extensions/more_translators;1;Touch-Night/more_translators;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/google_translate_plus;1;Vasyanator/google_translate_plus;main
local,missing,0,0,/Users/pq/text-generation-webui/extensions/long_term_memory;1;wawawario2/long_term_memory;master
local,missing,0,0,/Users/pq/inference-0;1;xorbitsai/inference;main
local,missing,0,0,/Users/pq/libyaml;1;yaml/libyaml;master
